sub,trial,emotion,valence,arousal,study
1359,2,sleepy,-1,2,pgg
1359,3,neutral,-4,-4,pgg
1359,4,aroused,-30,13,pgg
1359,5,nervous,-48,-42,pgg
1359,6,disgusted,3,-5,pgg
1359,7,sad,-2,-8,pgg
1359,8,annoyed,0,-1,pgg
1359,9,surprised,0,-5,pgg
1359,10,calm,-2,-4,pgg
1359,11,peppy,1,1,pgg
1359,12,quiet,-2,-2,pgg
1359,13,happy,-3,9,pgg
1359,14,satisfied,15,-1,pgg
1359,15,relaxed,2,-2,pgg
1359,16,afraid,2,-4,pgg
1359,17,disappointed,1,-3,pgg
1359,18,angry,4,-7,pgg
1359,19,sluggish,1,56,pgg
1359,20,still,-18,-54,pgg
1360,1,nervous,-151,102,pgg
1360,2,sleepy,15,-192,pgg
1360,3,calm,201,-112,pgg
1360,4,satisfied,205,23,pgg
1360,5,still,1,-230,pgg
1360,6,sluggish,-103,-134,pgg
1360,7,peppy,170,102,pgg
1360,8,aroused,52,223,pgg
1360,9,happy,185,109,pgg
1360,10,disappointed,-137,-92,pgg
1360,11,sad,-210,-148,pgg
1360,12,quiet,80,-166,pgg
1360,13,enthusiastic,139,177,pgg
1360,14,disgusted,-165,172,pgg
1360,15,surprised,15,127,pgg
1360,16,angry,-82,157,pgg
1360,17,afraid,-147,187,pgg
1360,18,neutral,-1,3,pgg
1360,19,relaxed,188,-88,pgg
1360,20,annoyed,-51,78,pgg
1361,1,still,0,-63,pgg
1361,2,satisfied,143,84,pgg
1361,3,angry,-172,182,pgg
1361,4,surprised,187,186,pgg
1361,5,disgusted,-236,76,pgg
1361,6,quiet,1,-28,pgg
1361,7,sleepy,-2,-189,pgg
1361,8,happy,65,-35,pgg
1361,9,relaxed,63,-152,pgg
1361,10,disappointed,-50,-159,pgg
1361,11,aroused,1,250,pgg
1361,12,nervous,-126,237,pgg
1361,13,afraid,-124,1,pgg
1361,14,sad,-179,-221,pgg
1361,15,neutral,1,-1,pgg
1361,16,annoyed,-110,112,pgg
1361,17,sluggish,-39,-85,pgg
1361,18,enthusiastic,195,153,pgg
1361,19,calm,81,-80,pgg
1361,20,peppy,95,83,pgg
1363,1,still,73,-135,pgg
1363,2,neutral,0,4,pgg
1363,3,angry,-227,218,pgg
1363,4,aroused,114,229,pgg
1363,5,happy,213,186,pgg
1363,6,afraid,-136,69,pgg
1363,7,sleepy,-40,-202,pgg
1363,8,peppy,223,163,pgg
1363,9,quiet,1,-211,pgg
1363,10,sad,-199,-156,pgg
1363,11,nervous,-61,60,pgg
1363,12,enthusiastic,145,136,pgg
1363,13,disgusted,-188,109,pgg
1363,14,surprised,1,159,pgg
1363,15,disappointed,-87,-37,pgg
1363,16,calm,166,-65,pgg
1363,17,annoyed,-133,128,pgg
1363,18,sluggish,-102,-172,pgg
1363,19,relaxed,178,-131,pgg
1363,20,satisfied,196,34,pgg
1364,1,happy,234,179,pgg
1364,2,angry,-237,210,pgg
1364,3,neutral,1,-1,pgg
1364,4,aroused,1,129,pgg
1364,5,relaxed,128,-246,pgg
1364,6,enthusiastic,234,200,pgg
1364,7,afraid,-235,232,pgg
1364,8,surprised,2,237,pgg
1364,9,calm,26,-247,pgg
1364,10,quiet,65,-236,pgg
1364,11,satisfied,238,3,pgg
1364,12,annoyed,-240,140,pgg
1364,13,still,120,-245,pgg
1364,14,peppy,234,237,pgg
1364,15,sleepy,-1,-244,pgg
1364,16,nervous,-189,241,pgg
1364,17,disappointed,-242,130,pgg
1364,18,disgusted,-246,221,pgg
1364,19,sad,-243,-123,pgg
1364,20,sluggish,-23,-244,pgg
1365,1,peppy,186,34,pgg
1365,2,sluggish,-247,-246,pgg
1365,3,neutral,2,13,pgg
1365,4,afraid,-144,-164,pgg
1365,5,annoyed,-232,-235,pgg
1365,6,quiet,44,44,pgg
1365,7,relaxed,241,1,pgg
1365,8,still,4,1,pgg
1365,9,enthusiastic,243,2,pgg
1365,10,disappointed,-249,1,pgg
1365,11,disgusted,-243,2,pgg
1365,12,angry,-246,-246,pgg
1365,13,sad,-241,-2,pgg
1365,14,nervous,-240,-3,pgg
1365,15,sleepy,1,-244,pgg
1365,16,happy,239,55,pgg
1365,17,surprised,80,71,pgg
1365,18,calm,242,234,pgg
1365,19,aroused,0,237,pgg
1365,20,satisfied,212,228,pgg
1366,1,sleepy,1,-238,pgg
1366,2,surprised,1,243,pgg
1366,3,aroused,-1,195,pgg
1366,4,relaxed,1,-110,pgg
1366,5,disappointed,-113,5,pgg
1366,6,annoyed,-111,89,pgg
1366,7,quiet,1,-39,pgg
1366,8,disgusted,-60,124,pgg
1366,9,angry,-235,24,pgg
1366,10,calm,59,-3,pgg
1366,11,still,1,-222,pgg
1366,12,satisfied,173,-84,pgg
1366,13,sluggish,-7,-108,pgg
1366,14,happy,213,0,pgg
1366,15,sad,-223,-2,pgg
1366,16,afraid,-52,232,pgg
1366,17,enthusiastic,193,200,pgg
1366,18,nervous,-21,217,pgg
1366,19,neutral,2,2,pgg
1366,20,peppy,111,42,pgg
1368,1,disappointed,-119,-116,pgg
1368,2,nervous,-114,157,pgg
1368,3,satisfied,109,-216,pgg
1368,4,angry,-223,178,pgg
1368,5,enthusiastic,187,238,pgg
1368,6,sad,-171,-147,pgg
1368,7,peppy,142,234,pgg
1368,8,annoyed,-83,1,pgg
1368,9,neutral,1,0,pgg
1368,10,surprised,0,110,pgg
1368,11,afraid,-131,191,pgg
1368,12,happy,121,36,pgg
1368,13,calm,122,0,pgg
1368,14,still,50,-182,pgg
1368,15,aroused,102,240,pgg
1368,16,relaxed,0,-138,pgg
1368,17,disgusted,-105,-195,pgg
1368,18,quiet,29,-207,pgg
1368,19,sluggish,-45,-218,pgg
1368,20,sleepy,0,-221,pgg
1369,1,happy,222,2,pgg
1369,2,peppy,7,71,pgg
1369,3,sluggish,5,-181,pgg
1369,4,calm,-1,-2,pgg
1369,5,enthusiastic,-4,195,pgg
1369,6,disgusted,-2,203,pgg
1369,7,quiet,4,-62,pgg
1369,8,neutral,-3,-5,pgg
1369,9,disappointed,-202,-4,pgg
1369,10,sad,-182,-3,pgg
1369,11,annoyed,-105,101,pgg
1369,12,surprised,49,210,pgg
1369,13,satisfied,80,215,pgg
1369,14,nervous,-49,209,pgg
1369,15,still,10,-3,pgg
1369,16,afraid,-35,218,pgg
1369,17,relaxed,4,-2,pgg
1369,18,sleepy,12,-222,pgg
1369,19,aroused,5,235,pgg
1369,20,angry,-33,222,pgg
1370,1,sad,-238,-238,pgg
1370,2,aroused,146,20,pgg
1370,3,neutral,1,-2,pgg
1370,4,still,62,-237,pgg
1370,5,peppy,241,237,pgg
1370,6,quiet,0,-228,pgg
1370,7,calm,81,-158,pgg
1370,8,sluggish,-117,-229,pgg
1370,9,annoyed,-232,231,pgg
1370,10,surprised,178,239,pgg
1370,11,enthusiastic,143,239,pgg
1370,12,relaxed,103,-37,pgg
1370,13,disappointed,-218,-54,pgg
1370,14,disgusted,-226,-53,pgg
1370,15,angry,-234,229,pgg
1370,16,nervous,1,138,pgg
1370,17,satisfied,130,161,pgg
1370,18,afraid,-235,227,pgg
1370,19,happy,136,109,pgg
1370,20,sleepy,0,-210,pgg
1371,1,satisfied,210,-70,pgg
1371,2,annoyed,-81,116,pgg
1371,3,happy,236,235,pgg
1371,4,nervous,-199,-64,pgg
1371,5,angry,-242,241,pgg
1371,6,neutral,2,1,pgg
1371,7,disappointed,-52,-24,pgg
1371,8,surprised,43,229,pgg
1371,9,quiet,105,-214,pgg
1371,10,enthusiastic,231,200,pgg
1371,11,relaxed,237,-108,pgg
1371,12,afraid,-222,223,pgg
1371,13,sluggish,-61,-196,pgg
1371,14,sad,-222,-196,pgg
1371,15,sleepy,0,-234,pgg
1371,16,disgusted,-174,34,pgg
1371,17,calm,146,-33,pgg
1371,18,still,37,-74,pgg
1371,19,peppy,155,243,pgg
1371,20,aroused,34,230,pgg
1372,1,aroused,-51,210,pgg
1372,2,sad,-64,-216,pgg
1372,3,quiet,115,-127,pgg
1372,4,enthusiastic,211,223,pgg
1372,5,disgusted,-227,213,pgg
1372,6,sleepy,222,-221,pgg
1372,7,calm,225,-214,pgg
1372,8,surprised,214,217,pgg
1372,9,neutral,1,0,pgg
1372,10,angry,-225,213,pgg
1372,11,annoyed,-228,213,pgg
1372,12,disappointed,-226,210,pgg
1372,13,happy,216,157,pgg
1372,14,sluggish,-212,-208,pgg
1372,15,afraid,-221,213,pgg
1372,16,still,94,-210,pgg
1372,17,relaxed,211,-211,pgg
1372,18,nervous,-189,204,pgg
1372,19,satisfied,114,88,pgg
1372,20,peppy,138,236,pgg
1373,1,nervous,-145,183,pgg
1373,2,still,33,-26,pgg
1373,3,disappointed,-72,-104,pgg
1373,4,neutral,2,2,pgg
1373,5,afraid,-131,194,pgg
1373,6,annoyed,-25,110,pgg
1373,7,quiet,18,-39,pgg
1373,8,disgusted,-36,-45,pgg
1373,9,surprised,16,49,pgg
1373,10,sluggish,-28,-206,pgg
1373,11,enthusiastic,88,217,pgg
1373,12,satisfied,25,88,pgg
1373,13,happy,24,141,pgg
1373,14,sad,-171,-199,pgg
1373,15,relaxed,217,-192,pgg
1373,16,calm,144,-210,pgg
1373,17,peppy,37,184,pgg
1373,18,sleepy,33,-107,pgg
1373,19,aroused,30,203,pgg
1373,20,angry,-234,229,pgg
1374,1,satisfied,127,100,pgg
1374,2,relaxed,68,-167,pgg
1374,3,surprised,181,209,pgg
1374,4,peppy,219,215,pgg
1374,5,sleepy,-11,-188,pgg
1374,6,disgusted,-196,223,pgg
1374,7,aroused,104,222,pgg
1374,8,angry,-234,228,pgg
1374,9,disappointed,-238,-236,pgg
1374,10,neutral,-2,-2,pgg
1374,11,sluggish,5,-161,pgg
1374,12,still,9,-61,pgg
1374,13,happy,234,232,pgg
1374,14,afraid,-208,153,pgg
1374,15,annoyed,-132,153,pgg
1374,16,nervous,-41,117,pgg
1374,17,calm,20,-25,pgg
1374,18,enthusiastic,155,173,pgg
1374,19,sad,-225,-232,pgg
1374,20,quiet,-20,-20,pgg
1375,1,nervous,-145,163,pgg
1375,2,peppy,161,182,pgg
1375,3,calm,84,-127,pgg
1375,4,still,0,-226,pgg
1375,5,happy,168,109,pgg
1375,6,angry,-157,172,pgg
1375,7,afraid,-195,157,pgg
1375,8,relaxed,66,-188,pgg
1375,9,annoyed,-79,58,pgg
1375,10,satisfied,58,-89,pgg
1375,11,sluggish,-44,-217,pgg
1375,12,disappointed,-86,-69,pgg
1375,13,quiet,0,-165,pgg
1375,14,sad,-182,-85,pgg
1375,15,disgusted,-145,118,pgg
1375,16,aroused,196,101,pgg
1375,17,neutral,0,0,pgg
1375,18,surprised,14,153,pgg
1375,19,enthusiastic,152,196,pgg
1375,20,sleepy,66,-218,pgg
1376,1,quiet,109,82,pgg
1376,2,sleepy,-128,-122,pgg
1376,3,relaxed,141,1,pgg
1376,4,annoyed,-102,-82,pgg
1376,5,surprised,157,163,pgg
1376,6,satisfied,187,115,pgg
1376,7,enthusiastic,113,169,pgg
1376,8,still,40,-1,pgg
1376,9,neutral,1,2,pgg
1376,10,sluggish,-224,-226,pgg
1376,11,angry,-121,39,pgg
1376,12,afraid,-162,-228,pgg
1376,13,nervous,-124,-74,pgg
1376,14,disappointed,-175,-198,pgg
1376,15,sad,-167,-13,pgg
1376,16,disgusted,-113,-60,pgg
1376,17,happy,195,236,pgg
1376,18,aroused,3,183,pgg
1376,19,peppy,210,73,pgg
1376,20,calm,220,0,pgg
1377,1,disappointed,-197,-106,pgg
1377,2,satisfied,205,186,pgg
1377,3,sad,-247,-244,pgg
1377,4,afraid,-243,244,pgg
1377,5,aroused,197,244,pgg
1377,6,sluggish,-117,-250,pgg
1377,7,peppy,247,236,pgg
1377,8,calm,135,-249,pgg
1377,9,neutral,1,0,pgg
1377,10,disgusted,-231,222,pgg
1377,11,relaxed,177,-234,pgg
1377,12,sleepy,23,-240,pgg
1377,13,angry,-237,232,pgg
1377,14,enthusiastic,183,226,pgg
1377,15,annoyed,-239,134,pgg
1377,16,nervous,-221,114,pgg
1377,17,surprised,1,236,pgg
1377,18,still,1,-242,pgg
1377,19,happy,211,22,pgg
1377,20,quiet,1,-115,pgg
1378,1,quiet,91,-181,pgg
1378,2,still,126,-106,pgg
1378,3,neutral,0,1,pgg
1378,4,afraid,-132,-40,pgg
1378,5,angry,-171,58,pgg
1378,6,happy,157,150,pgg
1378,7,enthusiastic,121,170,pgg
1378,8,annoyed,-215,-146,pgg
1378,9,sleepy,10,-121,pgg
1378,10,satisfied,63,50,pgg
1378,11,nervous,-149,-231,pgg
1378,12,aroused,227,230,pgg
1378,13,surprised,143,25,pgg
1378,14,disgusted,-239,-232,pgg
1378,15,sad,-133,-43,pgg
1378,16,peppy,136,223,pgg
1378,17,calm,99,21,pgg
1378,18,disappointed,-105,-138,pgg
1378,19,relaxed,175,-71,pgg
1378,20,sluggish,-194,-53,pgg
1379,1,still,-1,0,pgg
1379,2,angry,-176,202,pgg
1379,3,nervous,-92,220,pgg
1379,4,sad,-200,-210,pgg
1379,5,happy,203,138,pgg
1379,6,satisfied,147,2,pgg
1379,7,disappointed,-127,-104,pgg
1379,8,annoyed,-112,166,pgg
1379,9,relaxed,1,-182,pgg
1379,10,sleepy,1,-243,pgg
1379,11,neutral,-1,1,pgg
1379,12,sluggish,-2,-158,pgg
1379,13,disgusted,-199,60,pgg
1379,14,surprised,105,230,pgg
1379,15,calm,1,-65,pgg
1379,16,aroused,-1,230,pgg
1379,17,afraid,-239,246,pgg
1379,18,quiet,-33,-2,pgg
1379,19,peppy,117,140,pgg
1379,20,enthusiastic,208,51,pgg
1380,1,neutral,0,-1,pgg
1380,2,calm,26,0,pgg
1380,3,surprised,9,56,pgg
1380,4,nervous,-11,41,pgg
1380,5,disgusted,-137,18,pgg
1380,6,disappointed,-99,-17,pgg
1380,7,still,0,-1,pgg
1380,8,angry,-214,103,pgg
1380,9,sluggish,0,-136,pgg
1380,10,relaxed,147,-145,pgg
1380,11,aroused,93,112,pgg
1380,12,happy,201,108,pgg
1380,13,quiet,60,-70,pgg
1380,14,satisfied,101,-23,pgg
1380,15,annoyed,-161,19,pgg
1380,16,enthusiastic,214,170,pgg
1380,17,sleepy,2,-213,pgg
1380,18,sad,-205,-205,pgg
1380,19,peppy,149,196,pgg
1380,20,afraid,-207,156,pgg
1381,1,satisfied,199,213,pgg
1381,2,sad,-202,-204,pgg
1381,3,happy,214,220,pgg
1381,4,still,-1,4,pgg
1381,5,calm,175,-196,pgg
1381,6,disappointed,-114,-117,pgg
1381,7,neutral,2,0,pgg
1381,8,relaxed,22,16,pgg
1381,9,disgusted,-205,222,pgg
1381,10,aroused,2,227,pgg
1381,11,peppy,138,170,pgg
1381,12,afraid,-173,165,pgg
1381,13,nervous,-85,86,pgg
1381,14,annoyed,-107,127,pgg
1381,15,quiet,51,-63,pgg
1381,16,sleepy,122,-157,pgg
1381,17,enthusiastic,165,167,pgg
1381,18,angry,-66,218,pgg
1381,19,sluggish,49,-212,pgg
1381,20,surprised,80,218,pgg
1382,1,annoyed,-123,122,pgg
1382,2,calm,1,-92,pgg
1382,3,sleepy,1,-207,pgg
1382,4,quiet,1,-133,pgg
1382,5,afraid,-169,165,pgg
1382,6,angry,-209,208,pgg
1382,7,peppy,170,128,pgg
1382,8,still,1,-49,pgg
1382,9,aroused,1,165,pgg
1382,10,enthusiastic,213,154,pgg
1382,11,nervous,-128,89,pgg
1382,12,surprised,0,167,pgg
1382,13,disgusted,-205,171,pgg
1382,14,sad,-159,-1,pgg
1382,15,neutral,0,0,pgg
1382,16,happy,220,147,pgg
1382,17,disappointed,-155,-66,pgg
1382,18,satisfied,210,63,pgg
1382,19,sluggish,-120,-155,pgg
1382,20,relaxed,113,-181,pgg
1383,1,afraid,-183,178,pgg
1383,2,disgusted,-229,19,pgg
1383,3,relaxed,2,3,pgg
1383,4,satisfied,0,1,pgg
1383,5,quiet,0,-2,pgg
1383,6,sad,-112,-58,pgg
1383,7,surprised,34,150,pgg
1383,8,sleepy,-139,-198,pgg
1383,9,happy,123,204,pgg
1383,10,sluggish,-224,-222,pgg
1383,11,calm,2,-1,pgg
1383,12,aroused,0,125,pgg
1383,13,still,2,-1,pgg
1383,14,disappointed,-191,-1,pgg
1383,15,neutral,0,3,pgg
1383,16,angry,-132,220,pgg
1383,17,annoyed,-62,207,pgg
1383,18,enthusiastic,212,218,pgg
1383,19,peppy,214,239,pgg
1383,20,nervous,-229,211,pgg
1384,1,calm,-1,0,pgg
1384,2,afraid,-220,0,pgg
1384,3,enthusiastic,221,-2,pgg
1384,4,relaxed,1,0,pgg
1384,5,sleepy,-1,-225,pgg
1384,6,disappointed,-225,1,pgg
1384,7,sluggish,0,-223,pgg
1384,8,nervous,-224,2,pgg
1384,9,annoyed,-224,0,pgg
1384,10,disgusted,0,-226,pgg
1384,11,satisfied,2,220,pgg
1384,12,happy,0,223,pgg
1384,13,surprised,0,-1,pgg
1384,14,sad,-167,-139,pgg
1384,15,quiet,-49,-33,pgg
1384,16,peppy,1,77,pgg
1384,17,aroused,208,227,pgg
1384,18,angry,-218,-214,pgg
1384,19,neutral,0,-2,pgg
1384,20,still,2,-1,pgg
1385,1,sad,-73,-127,pgg
1385,2,disgusted,-188,-221,pgg
1385,3,sleepy,18,-29,pgg
1385,4,happy,82,87,pgg
1385,5,annoyed,-42,71,pgg
1385,6,enthusiastic,112,138,pgg
1385,7,angry,-133,152,pgg
1385,8,neutral,4,-1,pgg
1385,9,sluggish,-17,-122,pgg
1385,10,nervous,-46,-103,pgg
1385,11,satisfied,60,51,pgg
1385,12,calm,93,22,pgg
1385,13,still,6,-1,pgg
1385,14,surprised,43,205,pgg
1385,15,aroused,1,226,pgg
1385,16,peppy,104,94,pgg
1385,17,quiet,42,-48,pgg
1385,18,disappointed,-47,22,pgg
1385,19,relaxed,91,-45,pgg
1385,20,afraid,-210,74,pgg
1386,1,quiet,61,-176,pgg
1386,2,sad,-119,-152,pgg
1386,3,enthusiastic,98,144,pgg
1386,4,still,224,-50,pgg
1386,5,disappointed,-229,205,pgg
1386,6,peppy,211,215,pgg
1386,7,happy,207,199,pgg
1386,8,disgusted,-240,232,pgg
1386,9,sluggish,-230,-231,pgg
1386,10,satisfied,186,200,pgg
1386,11,nervous,-210,222,pgg
1386,12,surprised,185,169,pgg
1386,13,aroused,189,169,pgg
1386,14,angry,-215,205,pgg
1386,15,annoyed,-223,215,pgg
1386,16,calm,219,-213,pgg
1386,17,relaxed,214,-214,pgg
1386,18,afraid,-227,219,pgg
1386,19,sleepy,-31,-238,pgg
1386,20,neutral,0,-1,pgg
1387,1,sluggish,-208,-209,pgg
1387,2,nervous,-206,171,pgg
1387,3,annoyed,-170,193,pgg
1387,4,enthusiastic,170,161,pgg
1387,5,aroused,216,224,pgg
1387,6,angry,-191,190,pgg
1387,7,happy,208,63,pgg
1387,8,relaxed,193,4,pgg
1387,9,satisfied,0,3,pgg
1387,10,sad,-217,-190,pgg
1387,11,calm,73,-2,pgg
1387,12,disgusted,-199,77,pgg
1387,13,neutral,1,0,pgg
1387,14,still,0,-90,pgg
1387,15,peppy,107,89,pgg
1387,16,afraid,-229,227,pgg
1387,17,disappointed,-169,-189,pgg
1387,18,sleepy,1,-237,pgg
1387,19,quiet,-1,-43,pgg
1387,20,surprised,91,107,pgg
1388,1,disappointed,-140,154,pgg
1388,2,satisfied,140,50,pgg
1388,3,calm,94,2,pgg
1388,4,quiet,22,-92,pgg
1388,5,happy,162,121,pgg
1388,6,aroused,133,183,pgg
1388,7,peppy,191,226,pgg
1388,8,afraid,-160,45,pgg
1388,9,still,0,-48,pgg
1388,10,angry,-189,140,pgg
1388,11,enthusiastic,231,236,pgg
1388,12,relaxed,27,-27,pgg
1388,13,sad,-156,-134,pgg
1388,14,annoyed,-110,124,pgg
1388,15,surprised,1,154,pgg
1388,16,sleepy,0,-147,pgg
1388,17,disgusted,-173,-11,pgg
1388,18,nervous,-40,48,pgg
1388,19,neutral,-2,0,pgg
1388,20,sluggish,0,-96,pgg
1389,1,angry,-225,-210,pgg
1389,2,sad,-80,-222,pgg
1389,3,satisfied,223,89,pgg
1389,4,quiet,62,-53,pgg
1389,5,sleepy,194,-204,pgg
1389,6,disgusted,-241,-239,pgg
1389,7,relaxed,244,-241,pgg
1389,8,sluggish,-241,-236,pgg
1389,9,neutral,-1,1,pgg
1389,10,disappointed,-237,-237,pgg
1389,11,calm,239,-237,pgg
1389,12,afraid,-243,239,pgg
1389,13,happy,244,244,pgg
1389,14,nervous,-245,244,pgg
1389,15,annoyed,-235,53,pgg
1389,16,aroused,2,245,pgg
1389,17,still,-1,-240,pgg
1389,18,peppy,2,2,pgg
1389,19,enthusiastic,241,241,pgg
1389,20,surprised,50,228,pgg
1390,1,still,-1,-138,pgg
1390,2,afraid,-173,-60,pgg
1390,3,quiet,85,-30,pgg
1390,4,annoyed,-201,62,pgg
1390,5,surprised,70,148,pgg
1390,6,relaxed,176,-42,pgg
1390,7,nervous,-154,40,pgg
1390,8,happy,148,156,pgg
1390,9,aroused,90,160,pgg
1390,10,sleepy,-1,-181,pgg
1390,11,sluggish,-94,-191,pgg
1390,12,satisfied,201,1,pgg
1390,13,peppy,-1,84,pgg
1390,14,disgusted,-202,50,pgg
1390,15,enthusiastic,182,187,pgg
1390,16,calm,170,-97,pgg
1390,17,sad,-202,2,pgg
1390,18,neutral,1,-1,pgg
1390,19,disappointed,-222,1,pgg
1390,20,angry,-218,170,pgg
1391,1,disappointed,-127,-48,pgg
1391,2,angry,-107,110,pgg
1391,3,enthusiastic,131,137,pgg
1391,4,sad,-99,0,pgg
1391,5,sluggish,-79,-223,pgg
1391,6,afraid,-113,54,pgg
1391,7,calm,217,-154,pgg
1391,8,aroused,211,221,pgg
1391,9,happy,74,0,pgg
1391,10,satisfied,131,0,pgg
1391,11,sleepy,-1,-207,pgg
1391,12,neutral,-1,0,pgg
1391,13,still,0,-58,pgg
1391,14,peppy,29,55,pgg
1391,15,surprised,11,98,pgg
1391,16,annoyed,-74,29,pgg
1391,17,quiet,225,2,pgg
1391,18,nervous,-53,16,pgg
1391,19,relaxed,239,-22,pgg
1391,20,disgusted,-209,-116,pgg
1392,1,relaxed,206,-181,pgg
1392,2,still,35,-49,pgg
1392,3,calm,225,-236,pgg
1392,4,surprised,-142,170,pgg
1392,5,afraid,-229,242,pgg
1392,6,peppy,201,128,pgg
1392,7,disgusted,-239,-220,pgg
1392,8,enthusiastic,122,183,pgg
1392,9,annoyed,-186,-37,pgg
1392,10,disappointed,-225,68,pgg
1392,11,sad,-239,-240,pgg
1392,12,sleepy,59,-223,pgg
1392,13,nervous,-159,213,pgg
1392,14,satisfied,154,84,pgg
1392,15,aroused,15,216,pgg
1392,16,neutral,-1,1,pgg
1392,17,angry,-167,140,pgg
1392,18,sluggish,-110,-233,pgg
1392,19,quiet,101,-60,pgg
1392,20,happy,146,139,pgg
1393,1,happy,190,98,pgg
1393,2,disgusted,-190,-54,pgg
1393,3,neutral,1,1,pgg
1393,4,relaxed,198,-213,pgg
1393,5,peppy,198,206,pgg
1393,6,satisfied,211,-70,pgg
1393,7,annoyed,-215,88,pgg
1393,8,surprised,222,224,pgg
1393,9,afraid,-202,200,pgg
1393,10,sluggish,-136,-176,pgg
1393,11,still,0,-220,pgg
1393,12,disappointed,-202,-223,pgg
1393,13,nervous,-50,197,pgg
1393,14,aroused,227,232,pgg
1393,15,enthusiastic,221,228,pgg
1393,16,sad,-213,-219,pgg
1393,17,sleepy,168,-242,pgg
1393,18,angry,-207,212,pgg
1393,19,quiet,14,-220,pgg
1393,20,calm,226,-147,pgg
1394,1,sluggish,-159,-231,pgg
1394,2,afraid,-242,197,pgg
1394,3,nervous,-137,122,pgg
1394,4,peppy,197,119,pgg
1394,5,sleepy,-67,-233,pgg
1394,6,neutral,-2,0,pgg
1394,7,disgusted,-237,48,pgg
1394,8,quiet,0,-95,pgg
1394,9,satisfied,202,100,pgg
1394,10,enthusiastic,216,233,pgg
1394,11,disappointed,-234,-226,pgg
1394,12,still,-2,1,pgg
1394,13,happy,241,134,pgg
1394,14,annoyed,-234,53,pgg
1394,15,sad,-237,-233,pgg
1394,16,relaxed,192,-205,pgg
1394,17,surprised,223,22,pgg
1394,18,aroused,129,243,pgg
1394,19,calm,-2,3,pgg
1394,20,angry,-209,211,pgg
1395,1,nervous,-128,130,pgg
1395,2,surprised,121,150,pgg
1395,3,annoyed,-158,54,pgg
1395,4,sluggish,-153,-247,pgg
1395,5,sad,-244,-246,pgg
1395,6,happy,247,247,pgg
1395,7,calm,179,-1,pgg
1395,8,enthusiastic,250,248,pgg
1395,9,peppy,131,178,pgg
1395,10,angry,-246,170,pgg
1395,11,relaxed,238,-127,pgg
1395,12,neutral,1,0,pgg
1395,13,disgusted,-209,-1,pgg
1395,14,still,2,0,pgg
1395,15,afraid,-187,187,pgg
1395,16,sleepy,1,-241,pgg
1395,17,satisfied,148,164,pgg
1395,18,aroused,126,246,pgg
1395,19,disappointed,-163,32,pgg
1395,20,quiet,1,-78,pgg
1396,1,aroused,13,14,pgg
1396,2,happy,-14,9,pgg
1396,3,surprised,-29,1,pgg
1396,4,disappointed,-107,1,pgg
1396,5,quiet,-5,1,pgg
1396,6,calm,1,-1,pgg
1396,7,annoyed,21,31,pgg
1396,8,angry,20,21,pgg
1396,9,relaxed,20,31,pgg
1396,10,neutral,1,-1,pgg
1396,11,sad,-29,18,pgg
1396,12,afraid,-78,0,pgg
1396,13,still,2,-2,pgg
1396,14,sluggish,-36,-1,pgg
1396,15,disgusted,2,1,pgg
1396,16,satisfied,1,-1,pgg
1396,17,nervous,-1,0,pgg
1396,18,sleepy,-60,-34,pgg
1396,19,peppy,-51,-19,pgg
1396,20,enthusiastic,-44,0,pgg
1397,1,relaxed,217,-158,pgg
1397,2,neutral,2,1,pgg
1397,3,disappointed,-202,2,pgg
1397,4,afraid,-207,171,pgg
1397,5,happy,220,180,pgg
1397,6,satisfied,190,54,pgg
1397,7,sad,-184,-3,pgg
1397,8,still,-1,-194,pgg
1397,9,aroused,25,179,pgg
1397,10,disgusted,-123,25,pgg
1397,11,nervous,-70,187,pgg
1397,12,angry,-165,136,pgg
1397,13,annoyed,-107,48,pgg
1397,14,sluggish,-27,-159,pgg
1397,15,peppy,37,110,pgg
1397,16,quiet,2,-124,pgg
1397,17,sleepy,2,-216,pgg
1397,18,calm,2,-71,pgg
1397,19,enthusiastic,124,150,pgg
1397,20,surprised,3,181,pgg
1398,1,relaxed,1,-201,pgg
1398,2,sluggish,2,-247,pgg
1398,3,sad,-215,0,pgg
1398,4,nervous,-138,65,pgg
1398,5,neutral,2,-1,pgg
1398,6,afraid,-186,167,pgg
1398,7,calm,0,-98,pgg
1398,8,annoyed,-63,97,pgg
1398,9,enthusiastic,178,182,pgg
1398,10,sleepy,0,-200,pgg
1398,11,happy,193,0,pgg
1398,12,disgusted,-184,48,pgg
1398,13,satisfied,200,20,pgg
1398,14,angry,-207,204,pgg
1398,15,still,1,-85,pgg
1398,16,aroused,1,134,pgg
1398,17,disappointed,-105,32,pgg
1398,18,peppy,69,151,pgg
1398,19,quiet,0,-51,pgg
1398,20,surprised,2,172,pgg
1399,1,enthusiastic,228,223,pgg
1399,2,happy,232,9,pgg
1399,3,quiet,237,-232,pgg
1399,4,angry,-231,230,pgg
1399,5,nervous,-225,229,pgg
1399,6,aroused,-1,239,pgg
1399,7,sleepy,3,-233,pgg
1399,8,sluggish,-238,-231,pgg
1399,9,satisfied,237,1,pgg
1399,10,peppy,235,236,pgg
1399,11,disappointed,-225,7,pgg
1399,12,disgusted,-222,0,pgg
1399,13,afraid,-213,-4,pgg
1399,14,still,3,-235,pgg
